,#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d
684, 685 ,  XGOX XGOX ,XGOX," $2,716,842 ", $0.001385 ,"  1,961,731,976 "," $2,404 ",3.66%,3.50%,30.91%
685, 686 ,  CPC Capricoin ,CPC," $2,680,710 ", $1.35 ,"  1,990,045 * "," $320,183 ",-1.02%,-0.73%,33.62%
686, 687 ,  VSX Vsync ,VSX," $2,661,447 ", $0.016576 ,"  160,559,294 "," $2,080 ",-0.18%,5.11%,10.60%
687, 688 ,  XMG Magi ,XMG," $2,654,836 ", $0.340078 ,"  7,806,552 "," $8,970 ",-0.14%,5.49%,41.87%
688, 689 ,  PRIX Privatix ,PRIX," $2,630,383 ", $2.22 ,"  1,182,668 * "," $1,737 ",-0.17%,8.27%,41.57%
689, 690 ,  GMT Mercury Protocol ,GMT," $2,628,899 ", $0.015436 ,"  170,309,625 * ", $832 ,-20.08%,-27.20%,-13.80%
690, 691 ,  EXRN EXRNchain ,EXRN," $2,611,312 ", $0.000028 ,"  92,500,000,000 * "," $1,788 ",-14.10%,4.57%,5.08%
691, 692 ,  HUC HunterCoin ,HUC," $2,585,160 ", $0.116282 ,"  22,231,820 "," $4,781 ",-1.26%,2.28%,30.62%
692, 693 ,  ODN Obsidian ,ODN," $2,512,025 ", $0.100481 ,"  25,000,000 * "," $67,434 ",-0.86%,-14.55%,17.94%
693, 694 ,  LDOGE LiteDoge ,LDOGE," $2,477,643 ", $0.000165 ,"  14,983,148,544 * "," $8,628 ",-0.52%,17.35%,41.92%
694, 695 ,  CHC ChainCoin ,CHC," $2,437,317 ", $0.162429 ,"  15,005,428 "," $3,281 ",-0.18%,3.60%,19.58%
695, 696 ,  PYLNT Pylon Network ,PYLNT," $2,437,109 ", $7.08 ,"  344,213 * "," $36,577 ",-0.18%,46.48%,68.04%
696, 697 ,  YOC Yocoin ,YOC," $2,434,771 ", $0.021701 ,"  112,194,700 "," $5,772 ",-0.51%,3.61%,9.49%
697, 698 ,  TZC TrezarCoin ,TZC," $2,432,277 ", $0.025411 ,"  95,718,600 "," $2,851 ",-0.49%,3.04%,19.72%
698, 699 ,  SXC Sexcoin ,SXC," $2,425,710 ", $0.019155 ,"  126,637,857 "," $2,217 ",0.01%,4.58%,15.60%
699, 700 ,  FRST FirstCoin ,FRST," $2,416,879 ", $0.077445 ,"   31,207,528 "," $226,715 ",-0.92%,-20.84%,38.09%
700, 701 ,  STAC StarterCoin ,STAC," $2,398,701 ", $0.013738 ,"  174,607,189 * ", $843 ,-0.57%,1.69%,0.63%
701, 702 ,  RUPX Rupaya ,RUPX," $2,391,941 ", $0.138604 ,"  17,257,374 * "," $12,766 ",-0.12%,-3.00%,19.36%
702, 703 ,  FOR FORCE ,FOR," $2,338,980 ", $0.019064 ,"  122,691,605 * "," $3,010 ",-8.35%,10.13%,5.74%
703, 704 ,  GCC Global Crypto... ,GCC," $2,334,117 ", $0.003582 ,"  651,667,731 * "," $10,873 ",-7.27%,2.29%,15.71%
704, 705 ,  PUT PutinCoin ,PUT," $2,332,241 ", $0.005593 ,"  416,979,444 "," $1,741 ",-9.71%,-1.64%,17.44%
705, 706 ,  MAG Magnet ,MAG," $2,227,388 ", $0.096882 ,"  22,990,823 "," $11,990 ",1.19%,20.52%,19.64%
706, 707 ,  ZNY Bitzeny ,ZNY," $2,221,804 ", $0.029383 ,"  75,614,500 "," $4,161 ",2.47%,6.47%,8.32%
707, 708 ,  EMV Ethereum Movi... ,EMV," $2,212,980 ", $0.337002 ,"  6,566,666 * "," $1,409 ",-0.16%,2.72%,1.66%
708, 709 ,  AMM MicroMoney ,AMM," $2,212,612 ", $0.216343 ,"  10,227,331 * "," $370,593 ",-0.05%,3.96%,11.79%
709, 710 ,  KZC Kzcash ,KZC," $2,194,487 ", $2.48 ,"  886,418 "," $19,650 ",-0.34%,1.22%,-2.78%
710, 711 ,  ZER Zero ,ZER," $2,193,416 ", $0.730513 ,"  3,002,570 "," $32,261 ",2.17%,48.43%,57.88%
711, 712 ,  LATX LatiumX ,LATX," $2,172,596 ", $0.029046 ,"  74,797,169 * "," $1,786 ",-0.49%,21.90%,36.15%
712, 713 ,  LINX Linx ,LINX," $2,167,793 ", $0.100308 ,"  21,611,365 "," $10,303 ",2.91%,10.85%,26.76%
713, 714 ,  CL Coinlancer ,CL," $2,157,004 ", $0.030524 ,"  70,666,779 * "," $9,642 ",4.73%,8.28%,22.83%
714, 715 ,  ORB Orbitcoin ,ORB," $2,123,483 ", $0.666374 ,"  3,186,623 "," $3,361 ",-0.18%,19.44%,74.37%
715, 716 ,  CREA Creativecoin ,CREA," $2,111,204 ", $0.149977 ,"  14,076,854 ", $642 ,-0.20%,-1.01%,32.52%
716, 717 ,  ALT Altcoin ,ALT," $2,072,522 ", $16.83 ,"  123,175 * "," $1,229 ",-0.08%,4.18%,-6.87%
717, 718 ,  NKA IncaKoin ,NKA," $2,060,803 ", $0.000146 ,"  14,082,778,678 ", $568 ,30.20%,76.53%,20.59%
718, 719 ,  LNC Blocklancer ,LNC," $2,029,423 ", $0.016892 ,"  120,140,384 * "," $7,052 ",-0.16%,17.86%,53.82%
719, 720 ,  SNRG Synergy ,SNRG," $2,022,648 ", $0.565951 ,"  3,573,892 * "," $68,180 ",0.28%,-9.54%,-50.67%
720, 721 ,  QVT Qvolta ,QVT," $2,007,116 ", $0.289078 ,"  6,943,163 * "," $57,037 ",-0.57%,-3.77%,7.94%
721, 722 ,  KEK KekCoin ,KEK," $1,990,065 ", $0.187418 ,"  10,618,322 * "," $1,331 ",0.89%,9.95%,22.71%
722, 723 ,  RUP Rupee ,RUP," $1,966,778 ", $0.081662 ,"  24,084,250 "," $6,273 ",-0.59%,0.35%,12.68%
723, 724 ,  SMS Speed Mining ... ,SMS," $1,875,543 ", $17.92 ,"  104,680 * "," $1,908 ",-0.32%,5.49%,14.41%
724, 725 ,  ITNS IntenseCoin ,ITNS," $1,823,922 ", $0.004330 ,"  421,236,796 "," $6,255 ",-1.04%,8.18%,42.62%
725, 726 ,  UNB UnbreakableCoin ,UNB," $1,800,657 ", $0.790403 ,"  2,278,150 "," $2,423,360 ",-0.06%,7.81%,35.01%
726, 727 ,  HVCO High Voltage ,HVCO," $1,800,491 ", $1.21 ,"  1,494,171 * "," $218,234 ",-15.39%,-26.01%,192.34%
727, 728 ,  MCAP MCAP ,MCAP," $1,795,384 ", $0.171152 ,"  10,490,000 * "," $343,379 ",-1.53%,6.00%,-9.05%
728, 729 ,  IC Ignition ,IC," $1,794,368 ", $3.69 ,"  485,867 "," $13,560 ",2.41%,1.39%,14.98%
729, 730 ,  LEAF LeafCoin ,LEAF," $1,755,921 ", $0.000083 ,"  21,080,296,750 ", $910 ,-0.19%,4.66%,18.67%
730, 731 ,  TDX Tidex Token ,TDX," $1,752,645 ", $0.184489 ,"  9,499,999 * "," $57,814 ",0.08%,3.48%,33.13%
731, 732 ,  NOBL NobleCoin ,NOBL," $1,743,447 ", $0.000750 ,"  2,325,616,081 "," $2,570 ",-3.75%,4.66%,20.94%
732, 733 ,  IND Indorse Token ,IND," $1,703,549 ", $0.036629 ,"  46,508,192 * "," $180,875 ",-0.11%,1.21%,12.18%
733, 734 ,  OCL Oceanlab ,OCL," $1,667,969 ", $0.035870 ,"  46,500,000 * "," $2,367 ",-0.18%,8.07%,32.70%
734, 735 ,  FYN FundYourselfNow ,FYN," $1,663,609 ", $1.84 ,"  904,376 * ", $767 ,0.05%,13.61%,44.54%
735, 736 ,  SKIN SkinCoin ,SKIN," $1,645,460 ", $0.018659 ,"  88,183,483 * "," $43,476 ",0.78%,5.21%,18.68%
736, 737 ,  BTW BitWhite ,BTW," $1,628,564 ", $0.044833 ,"  36,325,371 "," $16,967 ",-0.26%,-2.74%,-21.26%
737, 738 ,  ADZ Adzcoin ,ADZ," $1,605,540 ", $0.036947 ,"  43,454,997 "," $1,297 ",1.99%,7.21%,53.90%
738, 739 ,  ARG Argentum ,ARG," $1,601,699 ", $0.171964 ,"  9,314,155 "," $7,793 ",6.90%,10.40%,75.01%
739, 740 ,  REC Regalcoin ,REC," $1,599,927 ", $0.125004 ,"  12,799,009 "," $1,927 ",-8.43%,-10.51%,-5.61%
740, 741 ,  RAIN Condensate ,RAIN," $1,588,770 ", $0.009451 ,"  168,099,588 "," $3,828 ",-0.19%,8.65%,1.43%
741, 742 ,  ELLA Ellaism ,ELLA," $1,576,556 ", $0.229567 ," 6,867,519 "," $7,001 ",0.65%,5.59%,20.32%
742, 743 ,  PROC ProCurrency ,PROC," $1,571,887 ", $0.016076 ,"  97,776,686 * "," $10,939 ",-0.70%,-3.96%,0.05%
743, 744 ,  ONG onG.social ,ONG," $1,530,468 ", $0.086229 ,"  17,748,839 * "," $31,630 ",0.22%,37.88%,4.98%
744, 745 ,  SPD Stipend ,SPD," $1,508,504 ", $0.506861 ,"  2,976,169 "," $22,886 ",-4.22%,-8.39%,-39.58%
745, 746 ,  AU AurumCoin ,AU," $1,433,887 ", $4.81 ,"  297,871 ", $650 ,-0.23%,7.79%,14.91%
746, 747 ,  JC Jesus Coin ,JC," $1,414,923 ", $0.000081 ,"  17,442,557,939 * "," $5,015 ",-36.21%,9.78%,-36.78%
747, 748 ,  INN Innova ,INN," $1,397,308 ", $0.524103 ,"  2,666,094 "," $12,833 ",2.25%,0.20%,-35.28%
748, 749 ,  WDC WorldCoin ,WDC," $1,358,995 ", $0.011393 ,"  119,285,451 "," $2,966 ",3.50%,21.11%,35.75%
749, 750 ,  ACE Ace ,ACE," $1,356,116 ", $0.326684 ,"  4,151,154 * "," $603,417 ",0.05%,8.69%,60.14%
750, 751 ,  HOLD Interstellar ... ,HOLD," $1,345,885 ", $0.004998 ,"  269,298,678 "," $4,379 ",1.51%,-5.43%,8.57%
751, 752 ,  MRT Miners' Rewar... ,MRT," $1,317,860 ", $0.131786 ," 10,000,000 * "," $11,870 ",-0.38%,8.87%,13.31%
752, 753 ,  DEUS DeusCoin ,DEUS," $1,289,316 ", $0.116366 ,"  11,079,837 "," $5,396 ",-6.98%,29.49%,41.93%
753, 754 ,  DRPU DRP Utility ,DRPU," $1,284,932 ", $0.363965 ,"  3,530,373 * "," $6,952 ",-0.25%,0.42%,11.71%
754, 755 ,  DP DigitalPrice ,DP," $1,275,671 ", $0.065868 ,"  19,367,174 * "," $2,392 ",0.05%,3.86%,-1.34%
755, 756 ,  CTR Centra ,CTR," $1,248,344 ", $0.018358 ,"  68,000,000 * "," $35,819 ",21.94%,53.18%,-71.28%
756, 757 ,  MBRS Embers ,MBRS," $1,245,249 ", $0.024906 ,"  49,998,555 * "," $8,710 ",-0.07%,18.89%,38.83%
757, 758 ,  OCC Octoin Coin ,OCC," $1,225,877 ", $3.18 ,"  385,303 * "," $935,679 ",0.11%,0.36%,15.14%
758, 759 ,  STAK STRAKS ,STAK," $1,193,013 ", $0.362006 ,"  3,295,561 "," $3,694 ",-1.71%,15.81%,29.60%
759, 760 ,  UIS Unitus ,UIS," $1,161,337 ", $0.024822 ,"  46,785,866 "," $1,141 ",-0.18%,4.62%,23.34%
760, 761 ,  ARC ArcticCoin ,ARC," $1,161,202 ", $0.047018 ,"  24,697,184 "," $1,277 ",0.39%,4.50%,20.50%
761, 762 ,  42 42-coin ,42," $1,146,910 ", $27307.40 ,  41.999971 ," $1,080 ",-0.18%,5.53%,19.86%
762, 763 ,  MZC MAZA ,MZC," $1,142,791 ", $0.001083 ,"  1,055,345,280 ", $859 ,-0.19%,-3.01%,18.16%
763, 764 ,  CRM Cream ,CRM," $1,137,355 ", $0.025221 ,"  45,095,550 ", $970 ,-6.82%,15.33%,15.97%
764, 765 ,  CDN Canada eCoin ,CDN," $1,122,851 ", $0.011526 ,"  97,415,544 "," $3,666 ",-0.19%,15.11%,20.83%
765, 766 ,  BRIT BritCoin ,BRIT," $1,116,309 ", $0.052487 ,"  21,268,092 "," $6,664 ",-1.93%,56.18%,55.89%
766, 767 ,  LOG Woodcoin ,LOG," $1,091,637 ", $0.135857 ,"  8,035,193 "," $2,513 ",-0.18%,0.24%,4.07%
767, 768 ,  STU bitJob ,STU," $1,082,676 ", $0.022535 ,"  48,043,991 * "," $304,952 ",-0.43%,4.59%,21.94%
768, 769 ,  ELTCOIN ELTCOIN ,ELTCOIN," $1,082,637 ", $0.012029 ,"  90,000,000 * "," $11,594 ",-0.14%,0.67%,7.73%
769, 770 ,  STRC StarCredits ,STRC," $1,058,535 ", $0.235230 ,"  4,500,000 * "," $1,355 ",-6.07%,-1.77%,7.69%
770, 771 ,  DEM Deutsche eMark ,DEM," $1,041,348 ", $0.028247 ,"  36,866,043 "," $8,109 ",-0.18%,11.65%,81.76%
771, 772 ,  ZET Zetacoin ,ZET," $1,035,460 ", $0.006167 ,"  167,900,662 "," $1,528 ",0.07%,4.91%,-9.38%
772, 773 ,  UNIFY Unify ,UNIFY," $1,034,928 ", $0.057944 ,"  17,860,831 * "," $5,753 ",-0.75%,9.25%,17.72%
773, 774 ,  ICOO ICO OpenLedger ,ICOO," $1,032,689 ", $2.22 ,"  465,952 * ", $800 ,1.26%,11.19%,38.96%
774, 775 ,  KOBO Kobocoin ,KOBO," $1,028,503 ", $0.041639 ,"  24,700,248 * "," $27,808 ",-21.78%,21.12%,51.52%
775, 776 ,  KLN Kolion ,KLN," $1,020,544 ", $1.46 ,"   700,524 "," $13,138 ",-0.06%,6.90%,26.39%
776, 777 ,  LGD Legends Room ,LGD," $1,020,508 ", $0.510254 ,"  2,000,000 * "," $11,329 ",0.69%,5.89%,41.36%
777, 778 ,  VIVO VIVO ,VIVO," $1,012,448 ", $0.603985 ,"  1,676,280 "," $5,989 ",-2.17%,2.23%,37.45%
778, 779 ,  BYC Bytecent ,BYC," $1,010,806 ", $0.485121 ,"  2,083,616 "," $5,811 ",-1.64%,4.60%,36.37%
779, 780 ,  HERO Sovereign Hero ,HERO," $975,830 ", $204.45 ,"  4,773 * "," $21,738 ",1.12%,8.05%,11.04%
780, 781 ,  DFT DraftCoin ,DFT," $966,731 ", $0.124576 ,"  7,760,169 * "," $6,145 ",-0.71%,5.69%,8.21%
781, 782 ,  WAND WandX ,WAND," $962,443 ", $0.078604 ,"  12,244,135 * "," $12,938 ",-0.59%,3.46%,-5.69%
782, 783 ,  XPTX PlatinumBAR ,XPTX," $927,626 ", $1.25 ,"  742,665 "," $4,374 ",-0.20%,-1.78%,19.80%
783, 784 ,  NETKO Netko ,NETKO," $922,703 ", $0.178291 ,"  5,175,265 ", $988 ,-10.61%,15.07%,18.19%
784, 785 ,  ACC Accelerator N... ,ACC," $887,886 ", $2.65 ,"  334,865 * "," $4,038 ",-6.39%,-6.42%,76.44%
785, 786 ,  WILD Wild Crypto ,WILD," $881,127 ", $0.036151 ,"  24,373,456 * "," $7,275 ",-0.13%,14.72%,-18.45%
786, 787 ,  HPC Happycoin ,HPC," $872,310 ", $0.061676 ,"  14,143,399 "," $1,781 ",-2.84%,-3.24%,8.39%
787, 788 ,  DFS DFSCoin ,DFS," $864,638 ", $0.049419 ,"  17,496,102 "," $3,256 ",-0.19%,12.31%,-17.87%
788, 789 ,  XPD PetroDollar ,XPD," $859,039 ", $0.013424 ," 63,993,275 "," $2,857 ",0.33%,3.31%,-1.68%
789, 790 ,  PCN PeepCoin ,PCN," $841,518 ", $0.000072 ,"  11,732,483,931 * "," $27,078 ",-1.90%,12.60%,1.82%
790, 791 ,  JEW Shekel ,JEW," $834,967 ", $0.008981 ,"  92,965,407 * "," $2,251 ",0.95%,9.33%,7.11%
791, 792 ,  FCN Fantomcoin ,FCN," $834,739 ", $0.116616 ,"  7,158,015 "," $33,617 ",6.12%,-2.31%,1.84%
792, 793 ,  BIGUP BigUp ,BIGUP," $831,729 ", $0.000389 ,"  2,137,572,489 "," $25,913 ",-14.14%,-53.51%,222.97%
793, 794 ,  DCY Dinastycoin ,DCY," $793,237 ", $0.000500 ,"  1,587,168,878 "," $1,068 ",-0.18%,5.64%,10.16%
794, 795 ,  ITT Intelligent T... ,ITT," $791,604 ", $0.080777 ,"  9,799,899 * ", $685 ,-0.17%,4.03%,84.25%
795, 796 ,  FJC FujiCoin ,FJC," $764,345 ", $0.000583 ,"  1,310,942,755 "," $4,874 ",-9.02%,14.69%,15.87%
796, 797 ,  CCRB CryptoCarbon ,CCRB," $754,947 ", $0.211938 ,"  3,562,111 * "," $108,726 ",0.11%,-4.66%,4.54%
797, 798 ,  ARCT ArbitrageCT ,ARCT," $752,009 ", $0.008766 ,"  85,782,612 * "," $3,318 ",6.32%,4.99%,24.95%
798, 799 ,  SAGA SagaCoin ,SAGA," $746,580 ", $0.392245 ,"  1,903,352 "," $13,881 ",-2.66%,0.22%,-42.15%
799, 800 ,  PHO Photon ,PHO," $741,618 ", $0.000033 ,"  22,393,412,704 ", $914 ,-1.86%,-10.53%,19.78%
800, 801 ,  AHT Bowhead ,AHT," $739,558 ", $0.092445 ,"  8,000,000 * ", $791 ,-0.17%,-38.86%,-68.35%
801, 802 ,  ATS Authorship ,ATS," $734,662 ", $0.008230 ,"  89,270,427 * "," $3,995 ",1.31%,10.22%,-25.62%
802, 803 ,  NET NetCoin ,NET," $721,217 ", $0.000916 ,"  787,126,712 "," $1,108 ",-0.18%,-4.05%,6.03%
803, 804 ,  BTA Bata ,BTA," $698,902 ", $0.139437 ,"  5,012,317 "," $9,192 ",0.60%,24.29%,15.67%
804, 805 ,  FUNK The Cypherfunks ,FUNK," $682,527 ", $0.000014 ,"  47,411,882,499 ", $503 ,-0.44%,-61.62%,-40.32%
805, 806 ,  START Startcoin ,START," $675,584 ", $0.014986 ,"  45,079,785 "," $1,268 ",0.23%,23.74%,12.71%
806, 807 ,  NSR NuShares ,NSR," $671,693 ", $0.000242 ,"  2,777,600,756  * "," $5,034 ",-5.85%,-14.32%,-54.61%
807, 808 ,  KBR Kubera Coin ,KBR," $661,316 ", $0.005780 ,"  114,423,294 * "," $3,945 ",10.27%,13.70%,26.43%
808, 809 ,  TIG Tigereum ,TIG," $657,413 ", $0.111695 ,"  5,885,790 * "," $3,412 ",1.24%,25.46%,-9.08%
809, 810 ,  MAC Machinecoin ,MAC," $650,295 ", $0.030736 ,"  21,157,100 ", $932 ,-0.18%,6.12%,45.16%
810, 811 ,  DGC Digitalcoin ,DGC," $648,875 ", $0.022588 ,"  28,726,803 ", $930 ,-0.73%,7.74%,-7.78%
811, 812 ,  EQL Equal ,EQL," $635,017 ", $0.001971 ,"  322,224,139 * "," $2,045 ",-0.29%,6.63%,5.04%
812, 813 ,  TOKC TOKYO ,TOKC," $632,244 ", $0.004502 ,"  140,443,377 * "," $89,977 ",-1.15%,0.82%,169.75%
813, 814 ,  IETH iEthereum ,IETH," $625,579 ", $0.034789 ,"  17,982,000 * "," $1,128 ",-0.01%,-2.44%,-1.49%
814, 815 ,  SKC Skeincoin ,SKC," $625,023 ", $0.047146 ,"  13,257,190 ", $593 ,-0.19%,2.17%,2.50%
815, 816 ,  TTC TittieCoin ,TTC," $613,927 ", $0.000487 ,"  1,259,816,434 ", $743 ,-0.20%,13.42%,29.21%
816, 817 ,  SUR Suretly ,SUR," $608,514 ", $2.75 ,"  221,489 * "," $3,235 ",-0.02%,4.58%,-8.85%
817, 818 ,  TRI Triangles ,TRI," $596,139 ", $5.47 ,"  108,953 "," $2,534 ",-0.18%,6.57%,27.98%
818, 819 ,  CRC CrowdCoin ,CRC," $590,867 ", $0.425298 ,"  1,389,300 "," $7,786 ",-3.85%,0.73%,-22.85%
819, 820 ,  BTCS Bitcoin Scrypt ,BTCS," $589,565 ", $0.034568 ,"  17,055,138 ", $818 ,-5.68%,1.80%,37.80%
820, 821 ,  SCT Soma ,SCT," $575,277 ", $0.133275 ,"  4,316,465 * "," $1,071 ",-5.00%,-16.02%,-26.50%
821, 822 ,  BUCKS SwagBucks ,BUCKS," $570,336 ", $1.47 ,"  387,425 "," $8,071 ",-0.34%,15.65%,32.31%
822, 823 ,  ECASH Ethereum Cash ,ECASH," $549,529 ", $0.038974 ,"  14,100,000 * ", $973 ,-0.57%,9.89%,32.98%
823, 824 ,  XCN Cryptonite ,XCN," $541,911 ", $0.001333 ,"  406,668,869 "," $1,823 ",-0.18%,-6.97%,33.87%
824, 825 ,  TRUMP TrumpCoin ,TRUMP," $538,189 ", $0.081559 ,"  6,598,758 "," $1,585 ",3.36%,17.98%,85.69%
825, 826 ,  MRJA GanjaCoin ,MRJA," $538,059 ", $0.036068 ,"  14,918,100 * "," $1,086 ",-0.18%,3.95%,-18.10%
826, 827 ,  POST PostCoin ,POST," $535,980 ", $0.033777 ,"  15,868,233 * "," $2,319 ",-0.02%,87.42%,104.28%
827, 828 ,  ARCO AquariusCoin ,ARCO," $506,379 ", $0.300820 ,"  1,683,328 * ", $524 ,-0.62%,13.53%,43.63%
828, 829 ,  BDL Bitdeal ,BDL," $505,897 ", $0.002881 ,"  175,583,793 "," $2,813 ",-3.29%,-2.67%,24.19%
829, 830 ,  XCPO Copico ,XCPO," $502,361 ", $0.031903 ,"  15,746,668  * ", $733 ,-0.41%,3.20%,27.56%
830, 831 ,  PXC Phoenixcoin ,PXC," $497,297 ", $0.007580 ,"  65,606,313 ", $827 ,-0.19%,4.66%,29.32%
831, 832 ,  RLT RouletteToken ,RLT," $490,223 ", $0.047979 ,"  10,217,558 * "," $22,393 ",0.26%,-1.85%,-9.37%
832, 833 ,  OPC OP Coin ,OPC," $475,698 ", $0.003332 ,"  142,772,093 * "," $44,363 ",0.16%,-12.89%,-23.39%
833, 834 ,  STN Steneum Coin ,STN," $474,771 ", $0.182570 ,"  2,600,489 * "," $5,614 ",1.66%,8.22%,84.40%
834, 835 ,  BITBTC bitBTC ,BITBTC," $471,924 ", $11230.30 ,  42.0224 * ," $5,465 ",1.01%,13.65%,18.33%
835, 836 ,  XBL Billionaire T... ,XBL," $466,919 ", $0.142864 ,"  3,268,274 * ", $515 ,-0.26%,-3.51%,-20.66%
836, 837 ,  TEK TEKcoin ,TEK," $466,051 ", $0.000330 ,"  1,414,054,562 "," $6,657 ",25.93%,5.77%,16.45%
837, 838 ,  BTCA Bitair ,BTCA," $459,825 ", $0.000657 ,"  700,000,000 * "," $5,276 ",-8.96%,0.52%,8.33%
838, 839 ,  DRXNE DROXNE ,DRXNE," $447,228 ", $0.006331 ,"  70,645,887 * "," $1,244 ",-0.18%,15.52%,38.76%
839, 840 ,  OTX Octanox ,OTX," $446,055 ", $0.052477 ,"   8,500,001 * "," $72,263 ",-6.14%,94.09%,93.17%
840, 841 ,  SGR Sugar Exchange ,SGR," $445,410 ", $0.127260 ,"  3,500,000 * "," $39,139 ",-3.94%,36.69%,55.31%
841, 842 ,  BITSILVER bitSilver ,BITSILVER," $442,624 ", $20.32 ,"  21,782 * ", $892 ,1.91%,1.19%,0.56%
842, 843 ,  EL Elcoin ,EL," $437,464 ", $0.039028 ,"  11,208,967 * ", $567 ,-0.14%,0.51%,-2.00%
843, 844 ,  MNE Minereum ,MNE," $433,786 ", $0.164669 ,"  2,634,293 * "," $1,298 ",-0.17%,-7.26%,0.67%
844, 845 ,  ERC20 ERC20 ,ERC20," $429,827 ", $0.000273 ,"  1,574,741,156 * "," $1,452 ",-0.16%,12.62%,10.33%
845, 846 ,  QBIC Qbic ,QBIC," $424,013 ", $0.327019 ,"  1,296,602 "," $4,113 ",1.42%,1.97%,19.50%
846, 847 ,  TSE Tattoocoin (S... ,TSE," $421,784 ", $0.004665 ,"  90,421,856 * ", $797 ,-0.18%,30.35%,-6.80%
847, 848 ,  XRE RevolverCoin ,XRE," $421,550 ", $0.018575 ,"  22,694,233 "," $2,125 ",-11.17%,-22.43%,159.96%
848, 849 ,  LCP Litecoin Plus ,LCP," $420,246 ", $0.327773 ,"  1,282,125 * "," $3,204 ",-0.88%,6.37%,13.32%
849, 850 ,  ACC AdCoin ,ACC," $415,736 ", $0.068957 ,"  6,028,888 "," $1,600 ",-0.01%,-1.97%,109.63%
850, 851 ,  EBCH eBitcoinCash ,EBCH," $415,666 ", $0.044765 ,"  9,285,500 * "," $1,038 ",-0.16%,5.66%,33.84%
851,  852 ,  CNT Centurion ,CNT," $400,183 ", $0.005417 ,"  73,877,869 "," $8,625 ",0.26%,-26.85%,-12.95%
852, 853 ,  GRLC Garlicoin ,GRLC," $394,699 ", $0.044668 ,"  8,836,171 "," $5,679 ",0.83%,4.47%,10.90%
853, 854 ,  MAO Mao Zedong ,MAO," $393,303 ", $0.062889 ,"  6,253,918 ", $669 ,-2.13%,11.78%,16.67%
854, 855 ,  DAXX DaxxCoin ,DAXX,"  $386,462 ", $0.000750 ,"  515,509,450 "," $3,596 ",-0.18%,17.75%,29.49%
855, 856 ,  ETG Ethereum Gold ,ETG," $372,491 ", $0.031041 ,"  12,000,000 * ", $683 ,2.09%,27.14%,35.19%
856, 857 ,  TIT Titcoin ,TIT," $360,273 ", $0.007220 ,"  49,898,202 "," $5,321 ",-3.77%,16.79%,47.66%
857, 858 ,  PAK Pakcoin ,PAK," $356,853 ", $0.006785 ,"  52,592,200 "," $5,028 ",11.53%,51.44%,63.85%
858, 859 ,  MOJO MojoCoin ,MOJO," $356,763 ", $0.029263 ,"  12,191,816 * "," $1,270 ",-2.18%,20.92%,-10.04%
859, 860 ,  BCF Bitcoin Fast ,BCF," $354,170 ", $0.033069 ,"  10,710,100 ", $504 ,-1.43%,4.81%,23.33%
860, 861 ,  SHDW Shadow Token ,SHDW," $352,871 ", $0.050410 ,"  7,000,000 * "," $6,121 ",-4.64%,59.69%,80.14%
861, 862 ,  GRIM Grimcoin ,GRIM," $351,207 ", $0.003405 ,"  103,131,688 ", $528 ,-0.11%,6.98%,-15.83%
862, 863 ,  BTCRED Bitcoin Red ,BTCRED," $345,684 ", $0.016822 ,"  20,550,001 * ", $885 ,-1.11%,-0.08%,10.33%
863, 864 ,  CJ Cryptojacks ,CJ," $342,280 ", $0.000842 ,"  406,568,581 "," $3,385 ",-8.29%,-8.30%,18.07%
864, 865 ,  CCT Crystal Clear  ,CCT," $341,028 ", $0.066567 ,"  5,123,099 * ", $753 ,-1.70%,8.63%,11.63%
865, 866 ,  GB GoldBlocks ,GB," $337,468 ", $0.021760 ,"  15,508,939 "," $3,808 ",-0.89%,-1.27%,-33.82%
866, 867 ,  WHL WhaleCoin ,WHL," $332,824 ", $0.039233 ,"  8,483,320 "," $68,156 ",-3.66%,3.31%,-14.05%
867, 868 ,  TRK Truckcoin ,TRK," $332,108 ", $0.001833 ,"  181,229,256 * "," $1,854 ",-12.16%,9.94%,53.40%
868, 869 ,  TKR CryptoInsight ,TKR," $329,938 ", $0.026332 ,"  12,529,747 * ", $506 ,-3.32%,33.49%,79.04%
869, 870 ,  ORE Galactrum ,ORE," $307,966 ", $0.346675 ,"  888,342 "," $3,961 ",-0.73%,7.29%,-10.80%
870, 871 ,  BITGOLD bitGold ,BITGOLD," $303,883 ", $1603.68 ,  189 * ," $1,456 ",1.14%,5.02%,12.97%
871, 872 ,  RPC RonPaulCoin ,RPC," $302,442 ", $0.330154 ,"  916,065 "," $1,256 ",-0.09%,46.03%,117.55%
872, 873 ,  CTX CarTaxi Token ,CTX," $298,452 ", $0.007475 ,"  39,928,144 * "," $4,697 ",-8.53%,-4.34%,24.31%
873, 874 ,  TOK Tokugawa ,TOK," $291,772 ", $0.290539 ,"  1,004,244 * "," $10,426 ",-3.05%,18.95%,83.59%
874, 875 ,  ONX Onix ,ONX," $283,348 ", $0.010329 ,"  27,432,814 "," $12,123 ",-2.65%,-2.54%,-0.63%
875, 876 ,  MCRN MACRON ,MCRN," $281,401 ", $0.000701 ,"  401,421,401 * "," $1,252 ",13.09%,34.06%,52.30%
